cell_height,light_count,lamp_count,light_device,lamp_type,light_power,time,days,marker
,1,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Светодиодная Т8 G-13 10 ВТ L-600мм,90,4,365,
,1,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,5 мин,365,Необходима замена на светодиодный светильник
,5,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,3,365,Необходима замена на светодиодный светильник
,1,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Светодиодная Т8 G-13 10 ВТ L-600мм,90,3,365,
,6,2,Светильник люминесцентный ЛПО-01-2х36-012 ЭПРА,Люминесцентная Т8 G-13 36 Вт L-1200мм,90,3,365,Необходима замена на светодиодный светильник
,3,,Панель светодиодная универсальная Wolta 36 Вт 595x595x19,Светодиод,36,8,365,
,1,,Панель светодиодная универсальная Wolta 36 Вт 595x595x19,Светодиод,36,4,365,
,1,,Панель светодиодная универсальная Wolta 36 Вт 595x595x19,Светодиод,36,3,365,
,2,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,36,2,365,Необходима замена на светодиодный светильник
,1,2, Светильник люминесцентный Ксенон  2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,36,0,365,Необходима замена на светодиодный светильник
,2,2,Светильник светодиодный 2х12 Вт 220V L-600мм,Светодиодная Т8 G-13 10 ВТ L-600мм,20,2,365,
,2,2,Светильник светодиодный 2х12 Вт 220V L-600мм,Светодиодная Т8 G-13 10 ВТ L-600мм,20,5,247,
,1,1,Светильник светодиодный 2х12 Вт 220V L-600мм,Светодиодная Т8 G-13 10 ВТ L-600мм,10,0,365,
,6,,Светодиодный прожектор Luminarte 10 Вт,Светодиод,10,8,365,
,1,1,Потолочный светильник Е27,Светодиодная лампа LED 8 Вт Е27,60,15 мин,365,
,2,2,Светильник люминесцентный ЛПО Standart 2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,80,10,365,Необходима замена на светодиодный светильник
,1,2,Светильник люминесцентный ЛПО Standart 2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,80,15 мин,365,Необходима замена на светодиодный светильник
,2,2,Светильник люминесцентный ЛПО Standart 2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,80,10,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Светодиодная лампа General 20 Вт Е27,60,10,365,
,2,2,Светильник люминесцентный ЛПО Standart 2х36 Вт,Люминесцентная Т8 G-13 36 Вт L-1200мм,80,3,365,Необходима замена на светодиодный светильник
,3,1,Потолочный светильник Е27,Светодиодная лампа jazzway 6 Вт Е27,60,5,247,
,9,2,Светильник люминесцентный ЛПО Standart 2х36 Вт,Светодиодная Т8 G-13 18 ВТ L-1200мм,40,3,365,
,2,,Светодиодная панель jazzway pro 1200 SMD 40 Вт 6500K 180-240V IP20 ,Cветодиод,40,12,365,
,2,,Светодиодная панель jazzway pro 1200 SMD 40 Вт 6500K 180-240V IP20 ,Cветодиод,40,3,365,
,9,2,Люминесцентный светильник OSRAM L36W/640Cool Whlte ,Люминесцентная Т8 G-13 18 Вт L-600мм,47,2,365,Необходима замена на светодиодный светильник
,1,1,Потолочный светильник Е27,Энергосберегающая лампа LED-A60 11Вт E27 4000 K,100,8,365,
,1,1,Потолочный светильник Е27,Лампа накаливания 60 Вт Е27,60,5 мин,365,Необходима замена на светодиодный светильник
,9,365,6570,Светильник 4х18 под LED-лампу T8 600х600 IP20,Светильник 4х18 под LED-лампу T8 600х600 IP20,47,172353,3667.0851063829787
,9,365,6570,Светильник 4х18 под LED-лампу T8 600х600 IP20,"Светильник люминесцентный 2х18Вт G13 ""Айсберг"" CSVT/SAN",14,27429.75,1959.267857142857
,9,365,6570,Потолочный светильник Е27,Потолочный светильник Е27,153,198541.75,1297.6584967320262
,0.15,365,54.75,Потолочный светильник Е27,Прожектор светодиодный 20 Вт,7,61320,8760
,0.15,365,54.75,Потолочный светильник Е27,,,,
,0.15,365,54.75,Потолочный светильник Е27,,,,
,9,365,6570,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,2,365,730,Потолочный светильник Е27,,,,
,2,365,730,Потолочный светильник Е27,,,,
,1,365,365,Потолочный светильник Е27,,,,
,9,365,6570,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,9,365,6570,Потолочный светильник Е27,,,,
,0.15,365,109.5,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,0.15,365,54.75,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,0.15,365,54.75,Потолочный светильник Е27,,,,
,0.15,365,54.75,Потолочный светильник Е27,,,,
,0.15,365,54.75,Потолочный светильник Е27,,,,
,0.15,365,109.5,Потолочный светильник Е27,,,,
,0.15,365,109.5,Потолочный светильник Е27,,,,
,0.15,365,438,Потолочный светильник Е27,,,,
,0.15,365,711.75,Потолочный светильник Е27,,,,
,0.15,365,54.75,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,0.15,365,219,Потолочный светильник Е27,,,,
,0.15,365,54.75,Потолочный светильник Е27,,,,
,0.15,365,54.75,Потолочный светильник Е27,,,,
,0.15,365,54.75,Потолочный светильник Е27,,,,
,0.15,365,54.75,Потолочный светильник Е27,,,,
,0.15,365,109.5,Потолочный светильник Е27,,,,
,1,365,730,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,0.15,365,109.5,Потолочный светильник Е27,,,,
,9,365,6570,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,9,365,42705,Потолочный светильник Е27,,,,
,9,365,26280,Потолочный светильник Е27,,,,
,0.15,365,109.5,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,1,365,2190,Потолочный светильник Е27,,,,
,1,365,730,Потолочный светильник Е27,,,,
,9,365,6570,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,1,365,730,Потолочный светильник Е27,,,,
,9,365,3285,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,1,365,2190,Потолочный светильник Е27,,,,
,9,365,6570,Светильник 4х18 под LED-лампу T8 600х600 IP20,,,,
,1,365,2920,Потолочный светильник Е27,,,,
,1,365,730,Потолочный светильник Е27,,,,
,1,365,365,Потолочный светильник Е27,,,,
